id,sentiment,acara_tv,jumlah_retweet,text_tweet,clean_text
349,positive,MataNajwaMetroTV,2,Narasumber yang luar biasa #matanajwaMetroTV,narasumber
350,positive,MataNajwaMetroTV,3,Cie yg lg ada job di @MataNajwa,cie job
351,negative,MataNajwaMetroTV,0,setelah nonton mata najwa soal radikalisme di @Metro_TV langsung keluar berita tersebut. Seram,nonton mata najwa radikalisme langsung berita seram
352,negative,MataNajwaMetroTV,0,"Mata Najwa acara sampah, yg cuman memperkeruh suasana. Gue sbg pelajar mending pilih ILC. @MataNajwa @NajwaShihab @Metro_TV",mata najwa acara sampah keruh suasana ajar mending pilih ilc
353,negative,MataNajwaMetroTV,0,kata aneh lagi diacara mata najwa metrotv mengajarkan Islam kepada umat Islam dikatakan Islamisi lebih edan lagi tokoh Islam manggut2,aneh acara mata najwa metrotv ajar islam umat islam islamis edan tokoh islam manggut
354,negative,MataNajwaMetroTV,0,ILC mendinginkan Mata Najwa memprovokasi Metro tv emang tv sampah ga bosan2 memojokan islam ! Metro tv perusak pancasila,ilc dingin mata najwa provokasi metro televisi emang televisi sampah bosan pojok islam metro televisi usak pancasila
355,negative,MataNajwaMetroTV,3,"Laporkan metro tv ke kpi, metro itu stres mata najwa selalu kalah oleh ILC",lapor metro televisi kpi metro stres mata najwa kalah ilc
356,negative,MataNajwaMetroTV,0,KECEWA MATA NAJWA MALAM INI TIDAK BERMUTU!! NARASI NAJWA BUKTI DIA GA NGERTI MASALAH KARENA KEBERPIHAKAN JADILAH KEBODOHAN,kecewa mata najwa malam mutu narasi najwa bukti ngerti pihak bodoh
357,negative,MataNajwaMetroTV,2,"@Metro_TV untuk acara Mata najwa, host nya @NajwaShihab JANGAN SUKA MENYELA PEMBICARAAN ORANG KALAU BELUM SELESAI. GAK SOPAN",acara mata najwa host nya suka sela bicara orang selesai sopan
358,negative,MataNajwaMetroTV,0,Jadi emosi & sakit hati nonton mata najwa @metro tv. Ganti chanel masakan aja,emosi sakit hati nonton mata najwa televisi ganti chanel masakan
359,negative,MataNajwaMetroTV,0,"MASA DARI ISIS MIMIN ITU BOM KP. MELAYU, MAAF KATANYA ISIS ORGANISASI APA IKUT ORGANISASI MBAK MATA NAJWA? BETULKAH ITU MIMIN?",isis mimin bom kp melayu maaf isis organisasi organisasi mbak mata najwa mimin
360,negative,MataNajwaMetroTV,0,"fotonya kok @Pak_JK , yg integritasnya tdk jelas. Merusak reputasi Mata Najwa aja",foto integritas rusak reputasi mata najwa
361,negative,MataNajwaMetroTV,0,gara2 di bantai teman sendiri sesama anggota DPR di mata najwa lu langsung benci metro TV,gara bantai teman anggota dpr mata najwa langsung benci metro televisi
362,negative,MataNajwaMetroTV,0,@Metro_TV Muak melihat kesombongan FZ di acara live Mata Najwa,muak sombong fz acara live mata najwa
363,negative,MataNajwaMetroTV,2,"males lihat @Metro_TV biarpun yg datang org nomor satu dunia, ogah. @Metro_TV dan pembawa acara mata najwa sdh dicontreng hitam",malas lihat biarpun orang nomor dunia ogah bawa acara mata najwa dicontreng hitam
364,negative,MataNajwaMetroTV,0,"keseringan masuk @Metro_TV dan bergaul sama mata najwa, engga diapa-apain ngadu2",sering masuk gaul mata najwa diapaapain adu
365,negative,MataNajwaMetroTV,0,"Kan udah bilang di mata najwa metro tv, tanya aja sendiri ke bapak anis, kok fitnah",bilang mata najwa metro televisi anis fitnah
366,negative,MataNajwaMetroTV,0,Kenapa MUI tidak mengeluarkan Fatwa Haram Korupsi? Rasanya harus undang jg para petinggi MUI di mata najwa,mui keluar fatwa haram korupsi undang petinggi mui mata najwa
367,negative,MataNajwaMetroTV,0,"Bravo Mata Najwa.. Debat Pilgub DKI kali ini garing,kalah sama MataNajwa yg mampu menggali lbh dalam #MataNajwa @Metro_TV",bravo mata najwa debat pilih gubernur dki kali garingkalah matanajwa gali
368,negative,MataNajwaMetroTV,2,"#BatalDebatKarena Kasihan... pas debat Mata Najwa di metrotv aja Pak Basuki sudah hampir nangis, ga kebayang kemarin debat lagi",kasihan pas debat mata najwa metrotv basuki nang bayang kemarin debat
369,negative,MataNajwaMetroTV,4,Setelah acara di mata najwa kasihan Pak Anies jd bulan2an di medsos untuk dihujat #AhokDjarotDiRosi,acara mata najwa kasihan anies bulan medsos hujat
370,negative,MataNajwaMetroTV,0,"Nyetel metro tv mata najwa debat kemaren Bikin kesel masalah rumah, coba cek skrg msh ada ga itu rumah di webnya",nyetel metro televisi mata najwa debat kemaren bikin kesel rumah coba cek rumah webnya
371,negative,MataNajwaMetroTV,0,"waktu awal sandi muncul sbg cawagub di metro tv dlm acara mata najwa, pak sandi sdh berbohong....",sandi muncul cawagub metro televisi acara mata najwa sandi bohong
372,negative,MataNajwaMetroTV,0,Ini Kesaksian Mengejutkan Pendukung Anies Yang Merasa Tertipu Di Acara Mata Najwa. MENIPU @Metro_TV @MataNajwa,saksi kejut dukung anies tipu acara mata najwa tipu
373,negative,MataNajwaMetroTV,0,"#MataNajwaDebatJakarta  Di kandang Ahok, Metro TV, dan mata Najwa  Mereka bagaikan sampah yg berserakan Anies pilihanku  Pasti",kandang ahok metro televisi mata najwa sampah sera anies pilih
374,negative,MataNajwaMetroTV,0,Katanya boikot MetroTV tp kok ngintip Mata Najwa,boikot metrotv intip mata najwa
375,negative,MataNajwaMetroTV,0,"Malas lihat Anies, bawa sial aja ini orang, lebih baik lihat Ahok aja di Mata Najwa",malas lihat anies bawa sial orang lihat ahok mata najwa
376,negative,MataNajwaMetroTV,0,Nonton Mata Najwa @Metro_TV gw liat Anies ngomong bikin ngantuk #anaktangsel,nonton mata najwa lihat anies ngomong bikin ngantuk
377,negative,MataNajwaMetroTV,0,mata najwa  selalu menuduh menjelekan lawan memfonis lawan,mata najwa tuduh jelek lawan fon lawan
378,negative,MataNajwaMetroTV,2,"Liat Mata Najwa @Metro_TV males, diskusi @basuki_btp sama @aniesbaswedan ga imbang.. salah satunya jualan mimpi",lihat mata najwa malas diskusi imbang salah satu jual mimpi
379,negative,MataNajwaMetroTV,0,kayaknya mata Najwa mengadu domba kedua cagub di putaran 2 Pilkada DKI nih...,kayak mata najwa adu domba cagub putar pilkada dki nih
380,negative,MataNajwaMetroTV,0,"gak mungkin saya di penjara, saksinya aja palsu kok. Kata pak Ahok  #TerbuktiTeruji #MataNajwaMetroTv",penjara saksi palsu ahok
381,negative,MataNajwaMetroTV,0,"pak anis pak anis, rekaman 2 thn lalu msh disimpan loh sm metrotv  gak malu ya nelen ludah sendri? #MataNajwaMetroTv",anis anis rekam simpan loh metrotv malu ya nelen ludah sendri
382,negative,MataNajwaMetroTV,0,Sebagus apapun sistem ketika yang menjalankan orang yg tidak baik. Maka jadilah sistem itu tidak baik pula #matanajwametrotv,bagus apa sistem jalan orang sistem
383,negative,MataNajwaMetroTV,0,"Ridwan Bae tai  Tampang aja udah ngeselin, ayo mbk nana bully trus si Bae,, #MataNajwaMETROTV",ridwan bae tai tampang ngeselin ayo mbak nana bully si bae
384,negative,MataNajwaMetroTV,0,Miris liat pengaturan skor di sepakbola indonesia  #matanajwametrotv,miris lihat atur skor sepakbola indonesia
385,negative,MataNajwaMetroTV,0,"Dahulu pemuda berperang melawan penjajah, sekarang pemuda melawan kebiasaan buruk yang tak kunjung berubah #matanajwametrotv",pemuda perang lawan jajah pemuda lawan biasa buruk kunjung ubah
386,negative,MataNajwaMetroTV,0,Pasrah pak ? Haha TAI #MataNajwaMetroTV #SepakBolaMilikSiapa?,pasrah haha tai
387,negative,MataNajwaMetroTV,0,"lo bilang kita2 ga punya kerjan ya, @radityadika #MataNajwaMetroTv",bilang kerja ya
388,negative,MataNajwaMetroTV,0,PSSI tempat pelacur diri sudah tak punya hati nurani! memalukan @MataNajwaMetroTV,pssi lacur hati nurani malu
389,negative,MataNajwaMetroTV,0,#MataNajwaMetroTV jembatan comal masih blm jadi... akibatya padat merayap...,jembatan comal akibatya padat rayap
390,negative,MataNajwaMetroTV,0,Bagaimana penegak MELANGGAR hukum? Kita TIDAK membayar SERAGAM mereka hanya untuk menegakkan HUKUM RIMBA @MataNajwa #MataNajwaMetroTv,tegak langgar hukum bayar seragam tegak hukum rimba
391,negative,MataNajwaMetroTV,0,Pak wapresnya diketawain mulu ( bajusama staff hotel & celana robek ) @boediono  #matanajwametrotv,wapresnya diketawain mulu bajusama staff hotel celana robek
392,negative,MataNajwaMetroTV,3,RT @PutryVanVan: pemimpin itu mendongrak keadaan bukan mengokohkan materi #Matanajwametrotv,rt pimpin mendongrak kokoh materi
393,negative,MataNajwaMetroTV,0,"Tdk cukup dg menonton saja, km harus masuk kedalamnya untuk melakukan perubahan Ahok MataNajwaMetroTV",tonton masuk dalam ubah ahok matanajwametrotv
394,negative,MataNajwaMetroTV,0,lembaga negara di indonesia bobrok semua...  #matanajwametrotv,lembaga negara indonesia bobrok
395,negative,MataNajwaMetroTV,0,Org2 tolol. Dibilang DI DUGA dia udh mencak2. Yakin bgt jd tersangka #MataNajwaMetroTV,orang tolol bilang duga mencak banget sangka
396,negative,MataNajwaMetroTV,0,ini apa banget deh gw paling kesel klo orang2 pada debat pake emosi gini @matanajwametrotv,banget deh kesel orang debat pakai emosi
397,negative,MataNajwaMetroTV,0,Orang miskin semakin miskin klo sekolah melakukan pungutan liar terus,orang miskin miskin sekolah pungut liar
398,negative,MataNajwaMetroTV,0,"ga boLeh emosi, cepat tua, nonton #matanajwametrotv ,lihat bapak #hotmansutapea tiba2 ikut emosi bicara",emosi cepat tua nonton lihat emosi bicara
399,negative,MataNajwaMetroTV,0,"dr penampilan saja kyk preman taunya bkin kisruh, perusak #matanajwametrotv",tampil preman tau bkin kisruh usak
400,negative,MataNajwaMetroTV,0,"Jawab aja ga usah berbelit-belit. Muter2 ga jelas, Buang2 waktu. ga mutu #matanajwametroTV",berbelitbelit putar buang mutu
